=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-5-25_21-2-50
====================================================================================
21:2:50 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
21:18:9 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:9 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:9 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:9 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:10 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:10 | "Juto" (steamid=76561198119114852) healed player (steamid=76561198119114852)
21:18:42 | "76561198119114852" (steamid=76561198119114852) teleported to (pos=<10386.799805, 5.880454, 2211.459961>)
21:18:42 | "Juto": (steamid=76561198119114852) teleported to (pos=10386.8,0,2211.46)
21:27:44 | Player "Juto" (steamId=76561198119114852) initiated disconnect process...
21:27:51 | Player "Juto" (steamId=76561198119114852) disconnected early from server (EXIT NOW).
21:27:59 | Player "Juto" (steamId=76561198119114852) disconnected from server.
21:28:3 | Player "Survivor" (steamId=76561198028932484) initiated disconnect process...
21:28:6 | Player "Survivor" (steamId=76561198028932484) disconnected early from server (EXIT NOW).
